product_id,sku,category,marketplace,price,cost,rating,launch_date
MCH-P-000264,SKU-1181FD42,audio_headphones,limeroad,7260.43,5721.86,5.0,2026-06-01
MCH-P-000265,SKU-92B47B9F,books_media,walmart_marketplace,1994.92,1310.77,4.7,2026-03-27
MCH-P-000266,SKU-E5F67184,bags_luggage,snapdeal,19519.21,15722.74,3.1,2025-06-24
MCH-P-000267,SKU-386EE5FB,skincare,amazon,1515.8,1147.69,3.9,2024-12-31
MCH-P-000268,SKU-521D8DCE,personal_care,amazon,2079.77,1557.1,2.6,2025-06-16
MCH-P-000269,SKU-BEFCE951,automotive_accessories,jiomart,12231.36,7229.52,4.4,2025-02-16
MCH-P-000270,SKU-84DE04DC,jewellery,limeroad,82695.65,57591.57,3.2,2026-03-09
MCH-P-000271,SKU-99DF8D01,large_appliances,shopclues,43251.96,30165.36,2.7,2025-04-26
MCH-P-000272,SKU-BA1A50B2,bedding_linen,walmart_marketplace,307.22,176.44,4.1,2025-02-19
MCH-P-000273,SKU-10BB0EDC,toys_games,ebay,7138.46,4743.4,4.8,2026-02-25
MCH-P-000274,SKU-DC362850,makeup_cosmetics,reliance_digital,331.06,190.46,3.0,2025-06-07
MCH-P-000275,SKU-4183D58E,footwear,firstcry,2882.68,1541.38,3.6,2024-12-10
MCH-P-000276,SKU-959A189E,mens_apparel,etsy,1655.44,905.76,3.3,2025-01-04
MCH-P-000277,SKU-790F9D88,innerwear_sleepwear,shopsy,278.94,174.36,4.0,2025-09-14
MCH-P-000278,SKU-7C55F8AD,kids_apparel,own_shopify_store,979.69,794.46,2.7,2026-06-26
MCH-P-000279,SKU-93B9BD04,baby_products,limeroad,1471.5,1054.84,4.6,2026-04-22
MCH-P-000280,SKU-C05C2798,wearables_smartwatch,croma,45501.77,35806.85,5.0,2024-11-29
MCH-P-000281,SKU-4C082C6E,watches_eyewear,pepperfry,20242.27,12416.16,3.9,2026-06-16
MCH-P-000282,SKU-348DA5A6,automotive_accessories,woocommerce_store,20183.65,11295.16,3.7,2024-08-26
MCH-P-000283,SKU-2584369D,fragrances,purplle,7772.87,4922.22,4.0,2025-05-21
MCH-P-000284,SKU-076AB7B1,bags_luggage,snapdeal,2821.76,1727.99,2.8,2026-01-17
MCH-P-000285,SKU-25DAFFDD,toys_games,indiamart,4775.84,2987.46,3.6,2024-07-01
MCH-P-000286,SKU-608EE075,jewellery,own_shopify_store,63387.92,52255.05,3.5,2024-08-26
MCH-P-000287,SKU-BBE66155,baby_products,limeroad,5466.9,3820.14,4.1,2025-10-11
MCH-P-000288,SKU-13CC04E1,skincare,shopsy,2816.11,1724.16,3.4,2024-04-01
MCH-P-000289,SKU-63784FC3,fragrances,woocommerce_store,1494.45,1125.46,3.0,2026-05-03
MCH-P-000290,SKU-20B0BF44,bags_luggage,tata_cliq,11384.21,8702.53,4.6,2025-04-17
MCH-P-000291,SKU-0BE7A6A4,groceries_gourmet,woocommerce_store,1811.91,1330.18,4.9,2024-05-09
MCH-P-000292,SKU-8723BA50,cameras_accessories,reliance_digital,79103.85,65131.35,2.5,2024-05-14
MCH-P-000293,SKU-00340D0E,furniture,meesho,54752.77,38159.06,4.4,2026-06-21
MCH-P-000294,SKU-9C95772C,laptops_computers,pepperfry,215254.15,145026.65,2.5,2026-01-29
MCH-P-000295,SKU-49B3E60F,personal_care,woocommerce_store,859.59,694.18,3.9,2024-09-08
MCH-P-000296,SKU-5CA04AC3,winterwear,netmeds,2797.18,1555.81,3.7,2025-07-11
MCH-P-000297,SKU-FF10E4A9,mens_apparel,purplle,7733.67,6475.04,3.0,2025-04-14
MCH-P-000298,SKU-67BA7C93,books_media,limeroad,1822.99,1471.79,2.8,2025-03-07
MCH-P-000299,SKU-59577F0F,bags_luggage,shopclues,9790.22,6829.04,4.0,2024-08-18
MCH-P-000300,SKU-3349DF1C,industrial_scientific,firstcry,42669.87,26860.45,2.8,2026-04-04
MCH-P-000301,SKU-EC27030F,stationery_office,1mg,4196.54,2515.99,4.7,2024-09-01
MCH-P-000302,SKU-5245CC84,footwear,pepperfry,677.08,461.88,4.2,2025-05-10
MCH-P-000303,SKU-55D8C79B,health_wellness,purplle,4042.82,2554.48,2.6,2026-03-04
MCH-P-000304,SKU-8671A42D,furniture,snapdeal,37475.91,25588.09,2.8,2024-05-05
MCH-P-000305,SKU-37D921D3,personal_care,urban_ladder,892.49,476.49,3.5,2026-02-11
MCH-P-000306,SKU-1F24E340,automotive_accessories,meesho,20252.7,17033.45,4.1,2025-12-23
MCH-P-000307,SKU-72B4E51A,industrial_scientific,myntra,63532.81,41306.44,2.6,2024-06-26
MCH-P-000308,SKU-7E4AB8C7,watches_eyewear,own_shopify_store,26869.19,22778.09,2.6,2025-06-03
MCH-P-000309,SKU-E3F4749A,mens_apparel,limeroad,2622.89,2140.4,4.8,2024-11-17
MCH-P-000310,SKU-BA5E5CBE,laptops_computers,flipkart,211806.8,114614.28,4.6,2025-11-21
MCH-P-000311,SKU-D359564C,automotive_accessories,etsy,13441.75,11029.1,3.5,2026-03-11
MCH-P-000312,SKU-A7C66874,personal_care,woocommerce_store,1139.73,595.04,3.3,2026-02-25
MCH-P-000313,SKU-46BA1241,toys_games,snapdeal,2394.76,2005.68,4.7,2026-02-10
MCH-P-000314,SKU-CDEC3EBE,audio_headphones,woocommerce_store,28401.11,22451.27,4.6,2026-04-05
MCH-P-000315,SKU-59D049DE,winterwear,nykaa,1578.08,1228.58,3.9,2024-04-25
MCH-P-000316,SKU-7D78F1C0,fragrances,1mg,7211.49,6058.6,3.7,2025-07-08
MCH-P-000317,SKU-FA410C7C,skincare,snapdeal,1992.46,1248.4,2.7,2025-06-22
MCH-P-000318,SKU-9B1D29BF,bags_luggage,pepperfry,1824.57,1410.31,4.8,2024-11-01
MCH-P-000319,SKU-0C66DDAB,sports_fitness,etsy,1599.04,887.68,4.9,2025-02-07
MCH-P-000320,SKU-646EDF06,mens_apparel,own_shopify_store,1983.24,1349.62,4.9,2024-12-24
MCH-P-000321,SKU-26D673F3,laptops_computers,own_shopify_store,26542.65,14698.27,3.0,2025-12-31
MCH-P-000322,SKU-BC237B94,cameras_accessories,croma,114144.94,93525.46,4.1,2025-12-10
MCH-P-000323,SKU-91ABFBD4,toys_games,shopclues,6434.38,4608.47,4.9,2026-01-30
MCH-P-000324,SKU-6E3FACA2,books_media,tata_cliq,1108.26,589.26,3.6,2025-06-09
MCH-P-000325,SKU-1339D163,furniture,myntra,30885.85,23775.02,3.0,2024-04-23
MCH-P-000326,SKU-E41AAFA4,fragrances,indiamart,2701.05,1968.03,3.6,2026-02-23
MCH-P-000327,SKU-059D390D,pet_supplies,1mg,4358.97,2437.12,3.0,2026-01-07
MCH-P-000328,SKU-3C5C44F4,automotive_accessories,croma,2815.82,1898.36,3.8,2025-04-18
MCH-P-000329,SKU-A37650BC,automotive_accessories,urban_ladder,24871.14,16668.59,3.6,2025-07-10
MCH-P-000330,SKU-37CB3551,makeup_cosmetics,tata_cliq,359.69,254.49,4.1,2025-12-27
MCH-P-000331,SKU-3F30EE15,furniture,urban_ladder,78529.56,52155.55,3.7,2026-06-10
MCH-P-000332,SKU-77B6D7AF,stationery_office,shopclues,347.7,273.91,4.5,2024-11-05
MCH-P-000333,SKU-1D326604,musical_instruments,netmeds,38456.87,30753.2,3.4,2025-07-17
MCH-P-000334,SKU-3B1A6E6F,home_decor,own_shopify_store,9988.23,7342.84,3.4,2024-05-06
MCH-P-000335,SKU-5BAD2300,health_wellness,flipkart,4891.34,3311.52,3.6,2025-07-20
MCH-P-000336,SKU-7C5BA5A5,garden_outdoor,myntra,3349.32,2548.23,3.0,2025-09-23
MCH-P-000337,SKU-64E07209,winterwear,1mg,6851.54,5571.27,2.8,2025-01-25
MCH-P-000338,SKU-DD3DAC6F,kids_apparel,snapdeal,3832.93,2123.63,3.2,2025-11-21
MCH-P-000339,SKU-81D4122B,innerwear_sleepwear,ajio,2224.52,1704.41,2.9,2025-04-20
MCH-P-000340,SKU-6D955858,home_improvement_tools,myntra,7217.24,4817.09,3.2,2024-08-26
MCH-P-000341,SKU-E980D3BF,womens_apparel,ebay,1533.71,1062.22,2.7,2025-10-29
MCH-P-000342,SKU-2C34B0E2,home_improvement_tools,netmeds,9673.83,7485.36,4.5,2025-03-06
MCH-P-000343,SKU-B72EB0EE,mens_apparel,shopsy,6618.11,3866.72,2.9,2025-06-30
MCH-P-000344,SKU-59BBBEA8,winterwear,tata_cliq,4473.09,2850.35,4.4,2024-11-06
MCH-P-000345,SKU-7B5CA14E,small_kitchen_appliances,amazon,7182.98,3920.55,3.3,2025-10-24
MCH-P-000346,SKU-67510132,watches_eyewear,netmeds,18652.23,10866.77,4.8,2025-04-11
MCH-P-000347,SKU-CA90FC0B,winterwear,paytm_mall,5965.13,4793.04,4.0,2025-05-17
MCH-P-000348,SKU-802608CE,industrial_scientific,purplle,89010.9,72812.06,3.7,2025-05-12
MCH-P-000349,SKU-4F9AEB3F,baby_products,pepperfry,287.1,191.5,3.5,2026-05-15
MCH-P-000350,SKU-A2B95E4C,makeup_cosmetics,ebay,2315.42,1605.18,2.8,2025-01-12
MCH-P-000351,SKU-1C35E7FA,home_improvement_tools,netmeds,15880.59,12652.75,4.7,2026-01-10
MCH-P-000352,SKU-BE3B57A1,industrial_scientific,limeroad,89022.82,54305.86,3.2,2026-04-04
MCH-P-000353,SKU-21A8A3D9,pet_supplies,woocommerce_store,5638.89,3499.63,3.2,2025-02-12
MCH-P-000354,SKU-88CC826A,personal_care,flipkart,465.18,264.37,4.9,2024-10-13
MCH-P-000355,SKU-A40FA0C7,baby_products,indiamart,10025.87,7403.76,2.9,2025-08-08
MCH-P-000356,SKU-F3CEEF02,computer_accessories,walmart_marketplace,12217.24,7240.54,2.9,2024-05-14
MCH-P-000357,SKU-74EC68F6,ethnic_wear,own_shopify_store,20454.42,11911.42,4.9,2024-12-12
MCH-P-000358,SKU-7FECBC3B,ethnic_wear,firstcry,6981.91,4541.63,3.1,2024-03-19
MCH-P-000359,SKU-00FE494A,toys_games,1mg,6208.79,3926.51,3.0,2024-09-18
MCH-P-000360,SKU-837F7026,sports_fitness,woocommerce_store,370.37,259.23,2.6,2025-09-11
MCH-P-000361,SKU-9B406B6D,mens_apparel,netmeds,4295.16,3365.17,3.5,2026-01-25
MCH-P-000362,SKU-73A7857F,audio_headphones,snapdeal,29958.66,18875.16,3.0,2025-12-31
MCH-P-000363,SKU-79E1D931,personal_care,croma,1224.05,981.24,4.2,2025-08-02
MCH-P-000364,SKU-817A5A00,home_decor,limeroad,14747.34,9499.43,4.8,2025-01-03
MCH-P-000365,SKU-E87213A5,cameras_accessories,woocommerce_store,146232.96,111736.69,3.7,2025-12-23
MCH-P-000366,SKU-F57AE384,audio_headphones,pepperfry,8261.53,4666.78,3.2,2025-08-07
MCH-P-000367,SKU-6ED54116,computer_accessories,shopclues,13632.46,10646.3,3.2,2024-08-31
MCH-P-000368,SKU-29EF4F8C,kids_apparel,own_shopify_store,1167.22,638.78,3.5,2026-07-04
MCH-P-000369,SKU-4BE679E2,automotive_accessories,tata_cliq,21189.62,13555.39,2.9,2026-01-10
MCH-P-000370,SKU-6E38FAC9,laptops_computers,snapdeal,165223.83,127886.03,4.8,2026-03-07
MCH-P-000371,SKU-9B4F1E68,furniture,croma,68021.93,39431.05,4.7,2024-07-14
MCH-P-000372,SKU-1978D9DE,cameras_accessories,netmeds,61853.55,44325.54,2.8,2025-04-13
MCH-P-000373,SKU-697DC0E3,wearables_smartwatch,woocommerce_store,56372.11,42557.07,4.7,2024-09-13
MCH-P-000374,SKU-86361EDC,watches_eyewear,ebay,26514.17,20168.53,4.4,2026-06-14
MCH-P-000375,SKU-61B6BDF3,furniture,nykaa,10308.79,6014.34,3.8,2025-11-16
MCH-P-000376,SKU-3A0A4F91,haircare,purplle,1789.25,1142.05,4.8,2024-07-31
MCH-P-000377,SKU-9925BCFB,toys_games,tata_cliq,5931.44,4373.19,3.0,2025-12-22
MCH-P-000378,SKU-E5FC507B,haircare,1mg,2405.97,2011.92,4.8,2026-07-18
MCH-P-000379,SKU-A2240260,small_kitchen_appliances,shopclues,9124.59,6600.53,5.0,2024-03-20
MCH-P-000380,SKU-B48DC2DB,skincare,etsy,558.75,360.02,3.2,2025-02-04
MCH-P-000381,SKU-075D9D9D,haircare,pepperfry,1209.45,1019.56,3.3,2024-09-07
MCH-P-000382,SKU-88C1634A,stationery_office,paytm_mall,3862.23,2386.47,4.1,2026-01-01
MCH-P-000383,SKU-D9E6E44A,automotive_accessories,walmart_marketplace,756.63,436.62,3.9,2024-08-02
MCH-P-000384,SKU-A1358191,home_improvement_tools,shopsy,9962.04,5173.52,4.7,2025-06-26
MCH-P-000385,SKU-904A3611,baby_products,etsy,4816.99,4001.96,4.4,2026-06-28
MCH-P-000386,SKU-0C6A7BD1,cameras_accessories,netmeds,52264.17,41984.49,4.7,2026-01-11
MCH-P-000387,SKU-7BDE4EFC,ethnic_wear,purplle,13516.2,10444.57,3.1,2026-01-18
MCH-P-000388,SKU-FE1AC473,womens_apparel,1mg,562.69,470.12,4.1,2025-07-04
MCH-P-000389,SKU-D6B6F69B,winterwear,myntra,5018.24,3345.39,4.1,2024-10-15
MCH-P-000390,SKU-6DD7515A,watches_eyewear,purplle,10315.49,8364.01,3.4,2024-07-26
MCH-P-000391,SKU-C9C04C23,groceries_gourmet,ajio,465.17,390.89,4.8,2025-03-08
MCH-P-000392,SKU-CFD75C93,musical_instruments,snapdeal,20263.03,11331.03,2.7,2025-11-13
MCH-P-000393,SKU-BF6337DF,computer_accessories,meesho,1254.38,1061.75,2.8,2026-04-11
MCH-P-000394,SKU-C359CD9D,cameras_accessories,netmeds,165623.49,116447.24,4.1,2026-05-12
MCH-P-000395,SKU-BA0C91E7,jewellery,own_shopify_store,63918.7,43640.1,3.6,2024-06-17
MCH-P-000396,SKU-092401AC,home_improvement_tools,ajio,6986.02,4636.47,4.5,2026-05-26
MCH-P-000397,SKU-D01AE4C3,toys_games,purplle,1354.38,793.97,3.3,2025-12-10
MCH-P-000398,SKU-4733E02B,sports_fitness,meesho,27504.47,21996.52,4.4,2024-06-18
MCH-P-000399,SKU-DC83C9EA,mens_apparel,shopclues,1967.21,1457.93,3.2,2025-10-30
MCH-P-000400,SKU-043D2BC5,musical_instruments,croma,34345.18,20656.63,4.1,2025-10-02
MCH-P-000401,SKU-D98D6E25,watches_eyewear,nykaa,31289.88,17124.26,4.2,2025-02-09
MCH-P-000402,SKU-9B0DBF4C,bedding_linen,pepperfry,5555.61,2921.83,3.5,2024-10-09
MCH-P-000403,SKU-09297470,watches_eyewear,ebay,11350.91,7427.32,3.1,2026-05-10
MCH-P-000404,SKU-3002318A,garden_outdoor,netmeds,12471.62,8618.26,3.7,2026-06-22
MCH-P-000405,SKU-A9820FBE,fragrances,own_shopify_store,5033.43,4151.52,3.8,2025-05-16
MCH-P-000406,SKU-A01EB801,makeup_cosmetics,flipkart,2447.39,1855.44,3.8,2026-04-11
MCH-P-000407,SKU-0ACF1E37,kitchenware_dining,reliance_digital,9224.6,6205.64,4.9,2025-06-01
MCH-P-000408,SKU-5BA3EC6B,skincare,snapdeal,2307.28,1299.71,2.7,2025-07-19
MCH-P-000409,SKU-142DCD7F,health_wellness,croma,2647.91,2036.86,2.6,2026-07-24
MCH-P-000410,SKU-5193ABE2,garden_outdoor,own_shopify_store,8613.82,4772.05,2.9,2026-04-24
MCH-P-000411,SKU-A682BC23,jewellery,nykaa,32757.91,23734.63,4.4,2025-01-25
MCH-P-000412,SKU-F346D0DB,jewellery,urban_ladder,23221.01,18972.2,4.4,2024-04-24
MCH-P-000413,SKU-A0070C89,makeup_cosmetics,1mg,3995.43,2310.88,3.1,2024-07-15
MCH-P-000414,SKU-ECBABFE1,ethnic_wear,woocommerce_store,6939.61,4884.48,5.0,2024-10-09
MCH-P-000415,SKU-36D6CA70,wearables_smartwatch,limeroad,38702.24,31000.1,3.0,2025-04-22
MCH-P-000416,SKU-5B5D8209,automotive_accessories,nykaa,13283.79,10514.03,3.6,2026-01-10
MCH-P-000417,SKU-39409DDF,womens_apparel,reliance_digital,9854.94,8052.84,3.2,2024-03-19
MCH-P-000418,SKU-DFB60733,toys_games,reliance_digital,2667.99,1845.05,3.8,2026-05-15
MCH-P-000419,SKU-A29F6718,health_wellness,purplle,2508.51,1912.01,3.3,2025-01-17
MCH-P-000420,SKU-51640FD2,innerwear_sleepwear,ebay,448.11,253.65,3.6,2025-04-17
MCH-P-000421,SKU-E417738A,cameras_accessories,ajio,152108.64,105547.18,3.3,2026-01-07
MCH-P-000422,SKU-E195D0D5,mobiles_tablets,jiomart,29018.38,21170.52,2.7,2024-06-09
MCH-P-000423,SKU-700D5CF7,mobiles_tablets,amazon,88513.49,44929.73,2.9,2026-06-07
MCH-P-000424,SKU-A86A183F,sports_fitness,firstcry,24340.95,15958.92,2.7,2024-12-14
MCH-P-000425,SKU-EEA421F6,skincare,croma,4475.85,2255.18,4.8,2024-08-25
MCH-P-000426,SKU-9E3F6A0C,computer_accessories,snapdeal,8332.05,4603.57,4.1,2024-06-04
MCH-P-000427,SKU-65DE9660,large_appliances,etsy,75135.8,62633.35,3.3,2024-11-01
MCH-P-000428,SKU-B848D878,makeup_cosmetics,tata_cliq,1960.69,1227.16,2.6,2024-10-18
MCH-P-000429,SKU-A1C3C741,wearables_smartwatch,nykaa,42972.86,21763.74,4.1,2025-09-21
MCH-P-000430,SKU-9E66F3F4,watches_eyewear,purplle,30636.69,23646.22,4.3,2025-04-26
MCH-P-000431,SKU-24F5BC01,laptops_computers,indiamart,126630.27,90058.45,2.6,2026-04-26
MCH-P-000432,SKU-C6C57EC7,womens_apparel,firstcry,2468.05,1626.97,2.9,2026-03-05
MCH-P-000433,SKU-D2C58B1F,large_appliances,paytm_mall,111676.91,63708.54,2.5,2024-08-06
MCH-P-000434,SKU-05968100,automotive_accessories,amazon,23135.24,19275.71,4.4,2025-05-07
MCH-P-000435,SKU-F8713E12,home_improvement_tools,snapdeal,18127.36,15222.42,2.7,2024-04-01
MCH-P-000436,SKU-888C8BDE,personal_care,paytm_mall,2131.83,1523.92,3.5,2024-04-29
MCH-P-000437,SKU-537888FA,home_decor,1mg,2429.81,1844.03,4.3,2025-03-14
MCH-P-000438,SKU-2CF6CED0,audio_headphones,urban_ladder,34004.29,22625.23,3.3,2024-11-03
MCH-P-000439,SKU-275F3E34,automotive_accessories,woocommerce_store,18367.88,11556.08,3.0,2024-04-02
MCH-P-000440,SKU-B6C7AFBA,small_kitchen_appliances,1mg,11865.56,9847.22,3.0,2025-04-27
MCH-P-000441,SKU-E9E1104B,automotive_accessories,purplle,9547.66,7620.01,4.0,2024-07-07
MCH-P-000442,SKU-BD3405B9,womens_apparel,indiamart,9288.63,5482.73,5.0,2026-05-03
MCH-P-000443,SKU-E592FB45,fragrances,etsy,888.63,654.0,2.7,2026-03-15
MCH-P-000444,SKU-DDFA490C,innerwear_sleepwear,jiomart,1266.44,967.33,3.3,2026-03-24
MCH-P-000445,SKU-EA2363A3,laptops_computers,amazon,137216.9,109081.42,4.9,2024-07-19
MCH-P-000446,SKU-18D86023,watches_eyewear,etsy,32644.14,17646.27,3.7,2025-09-20
MCH-P-000447,SKU-328ADFEB,ethnic_wear,myntra,4240.06,3140.34,3.2,2026-03-23
MCH-P-000448,SKU-74085F0F,laptops_computers,firstcry,47850.08,31312.0,3.8,2024-12-01
MCH-P-000449,SKU-81D59C11,kids_apparel,nykaa,320.8,229.38,4.1,2025-11-23
MCH-P-000450,SKU-F8969CD0,winterwear,tata_cliq,1422.78,718.25,3.6,2025-06-26
MCH-P-000451,SKU-9E16B216,footwear,ebay,9799.32,6195.55,4.0,2025-08-16
MCH-P-000452,SKU-BA030894,fragrances,shopsy,369.31,251.24,3.6,2024-10-04
MCH-P-000453,SKU-E06976CB,garden_outdoor,nykaa,11774.67,9771.11,4.0,2026-04-28
MCH-P-000454,SKU-11349DE1,mobiles_tablets,purplle,115284.84,69134.32,4.1,2024-09-23
MCH-P-000455,SKU-22529295,kids_apparel,shopsy,3927.8,2022.11,3.9,2024-05-07
MCH-P-000456,SKU-2FC8C93C,watches_eyewear,woocommerce_store,7592.29,4689.76,2.5,2026-05-06
MCH-P-000457,SKU-D8413032,audio_headphones,amazon,33753.23,20703.06,4.9,2025-06-26
MCH-P-000458,SKU-8EA706F6,makeup_cosmetics,flipkart,1951.49,1065.17,4.9,2026-01-25
MCH-P-000459,SKU-AE085B4F,industrial_scientific,croma,50554.68,26882.23,4.8,2025-12-05
MCH-P-000460,SKU-5BDCBEE0,jewellery,tata_cliq,50340.32,42280.7,3.8,2024-03-29
MCH-P-000461,SKU-83D1CCB0,garden_outdoor,firstcry,6806.0,4068.77,3.5,2024-07-07
MCH-P-000462,SKU-81AB0475,books_media,snapdeal,1638.63,1379.37,3.3,2026-01-08
MCH-P-000463,SKU-250A0789,computer_accessories,1mg,5998.59,3419.58,3.0,2026-06-27
MCH-P-000464,SKU-26F62D34,bedding_linen,shopsy,5495.73,3254.66,3.4,2025-05-10
MCH-P-000465,SKU-41CC14F5,footwear,meesho,5810.97,3640.31,3.9,2024-11-08
MCH-P-000466,SKU-FFA84C3B,books_media,shopsy,719.32,586.27,2.6,2025-07-16
MCH-P-000467,SKU-B57F4AA1,personal_care,indiamart,352.77,205.83,2.8,2025-05-20
MCH-P-000468,SKU-995D5D42,garden_outdoor,paytm_mall,12132.93,10045.07,4.3,2026-01-09
MCH-P-000469,SKU-77AC445F,jewellery,croma,99282.23,61509.15,3.8,2024-11-11
MCH-P-000470,SKU-5C9CC2EC,small_kitchen_appliances,paytm_mall,13564.15,7626.71,2.5,2025-06-29
MCH-P-000471,SKU-F5C7DA75,cameras_accessories,own_shopify_store,53649.55,27567.61,3.1,2024-05-08
MCH-P-000472,SKU-0F449986,wearables_smartwatch,jiomart,17159.74,8776.92,3.0,2025-09-21
MCH-P-000473,SKU-72DBC1B8,musical_instruments,shopsy,23416.87,14486.91,2.7,2025-08-29
MCH-P-000474,SKU-9C2AFC13,innerwear_sleepwear,netmeds,208.26,118.86,5.0,2025-11-13
MCH-P-000475,SKU-A279BC04,winterwear,own_shopify_store,4785.37,3283.43,4.4,2024-05-08
MCH-P-000476,SKU-8087590C,footwear,walmart_marketplace,9270.94,7374.99,3.6,2025-06-03
MCH-P-000477,SKU-01FCCFDD,wearables_smartwatch,flipkart,48577.33,29533.12,2.7,2024-09-25
MCH-P-000478,SKU-DC254EF8,automotive_accessories,meesho,24857.58,19128.7,4.1,2026-06-23
MCH-P-000479,SKU-60A24AA5,large_appliances,purplle,94260.94,73497.9,4.6,2026-06-25
MCH-P-000480,SKU-73D232CD,furniture,firstcry,8731.88,5209.21,2.6,2024-03-25
MCH-P-000481,SKU-DC42C775,kitchenware_dining,ebay,2724.88,1736.99,4.7,2025-06-30
MCH-P-000482,SKU-92EAC602,watches_eyewear,firstcry,13735.22,11164.13,3.3,2024-05-18
MCH-P-000483,SKU-ACD3C7A5,garden_outdoor,limeroad,6352.91,3748.73,2.9,2025-05-13
MCH-P-000484,SKU-F59206FE,haircare,firstcry,1119.95,781.75,4.6,2025-04-01
MCH-P-000485,SKU-12FBA4A1,groceries_gourmet,urban_ladder,2910.8,2254.86,4.6,2025-12-13
MCH-P-000486,SKU-2C080048,groceries_gourmet,ajio,468.35,320.47,4.5,2025-03-26
MCH-P-000487,SKU-674D427D,footwear,own_shopify_store,3455.28,2851.85,3.9,2025-03-03
MCH-P-000488,SKU-E49B7493,wearables_smartwatch,paytm_mall,43541.11,22667.37,4.5,2025-10-04
MCH-P-000489,SKU-1351A901,mobiles_tablets,flipkart,78299.23,46235.3,2.8,2026-05-27
MCH-P-000490,SKU-53E714F2,kitchenware_dining,snapdeal,9376.75,7624.75,3.3,2025-12-11
MCH-P-000491,SKU-D14A5819,wearables_smartwatch,pepperfry,43365.4,28401.28,2.8,2025-02-28
MCH-P-000492,SKU-010B5F24,small_kitchen_appliances,etsy,24994.25,16480.54,3.7,2025-10-24
MCH-P-000493,SKU-21E7BCA9,baby_products,reliance_digital,1143.42,617.34,4.9,2024-05-13
MCH-P-000494,SKU-034A27CE,automotive_accessories,pepperfry,7970.04,4975.76,3.5,2024-12-07
MCH-P-000495,SKU-59BB9D33,footwear,pepperfry,10821.05,6369.89,2.7,2026-02-09
MCH-P-000496,SKU-EC7FC99C,home_improvement_tools,shopsy,870.19,634.2,4.1,2026-04-26
MCH-P-000497,SKU-7A8FAD69,watches_eyewear,limeroad,47507.56,36199.81,2.8,2026-05-04
MCH-P-000498,SKU-F3479BEA,stationery_office,croma,1634.12,1027.73,3.2,2024-06-28
MCH-P-000499,SKU-8438ABB6,sports_fitness,shopclues,14880.73,8766.12,3.0,2026-06-02
MCH-P-000500,SKU-3762FE2D,bags_luggage,limeroad,5458.62,3927.11,3.4,2025-10-11
